ID|LABEL|PAYMENT_DATE|AMOUNT|CURRENCY
P_4955|payment|2021-05-16|105.52|dollar
P_4957|payment|2022-03-19|370.85|dollar
P_4958|payment|2021-05-10|583.76|dollar
P_4959|payment|2021-01-08|65.0|dollar
P_4960|payment|2021-02-24|816.38|dollar
P_4965|payment|2021-09-11|971.84|dollar
P_4966|payment|2022-04-01|787.58|dollar
P_4967|payment|2021-06-13|180.89|dollar
P_4968|payment|2021-07-12|269.29|dollar
P_4970|payment|2021-04-23|240.36|dollar
P_4975|payment|2022-03-25|158.74|dollar
P_4976|payment|2021-02-07|531.9|dollar
P_4979|payment|2021-10-24|363.31|dollar
P_4982|payment|2021-09-17|666.26|dollar
P_4984|payment|2021-12-12|94.0|dollar
P_4987|payment|2021-10-09|314.3|dollar
P_4989|payment|2021-09-04|293.58|dollar
P_4990|payment|2021-02-05|675.32|dollar
P_4991|payment|2021-01-30|910.3|dollar
P_4993|payment|2021-05-21|987.63|dollar
P_4994|payment|2022-01-18|583.37|dollar
P_4995|payment|2021-09-18|916.66|dollar
P_4996|payment|2021-06-17|140.65|dollar
P_4998|payment|2021-08-15|34.09|dollar
P_4999|payment|2021-07-17|268.81|dollar
