ID|LABEL|POLICY_ID|CLAIMANT_ID|ATTORNEY_ID|AMOUNT|CLAIM_DATE|CAPITAL_GAINS|CAPITAL_LOSS|WITNESSES
D_126.3|claim|Q_1.26|C_600|X_19|914.57|2021-03-20|468.81|401.39|0
D_126.4|claim|Q_1.26|C_2700|X_36|793.13|2022-04-18|212.89|319.55|1
D_127.0|claim|Q_1.27|C_3100|X_47|711.51|2021-11-28|496.5|488.66|5
D_128.0|claim|Q_1.28|C_1400|X_10|926.35|2021-04-09|812.49|915.16|0
D_129.0|claim|Q_1.29|C_2600|X_21|153.49|2021-07-31|315.01|48.96|4
D_130.0|claim|Q_1.30|C_4600|X_47|586.1|2022-03-05|579.7|968.09|1
D_130.1|claim|Q_1.30|C_0|X_32|803.94|2022-01-24|760.76|558.62|4
D_130.2|claim|Q_1.30|C_1500|X_38|297.86|2021-03-22|312.13|19.37|4
D_130.3|claim|Q_1.30|C_2900|X_20|371.65|2022-04-24|889.95|841.86|5
D_130.4|claim|Q_1.30|C_4700|X_11|175.08|2021-09-07|836.0|534.84|2
D_131.0|claim|Q_1.31|C_1300|X_26|939.59|2021-09-21|191.63|15.93|0
D_131.1|claim|Q_1.31|C_5000|X_24|208.18|2021-10-07|25.75|229.0|5
D_132.0|claim|Q_1.32|C_3900|X_21|447.56|2021-05-23|931.18|702.36|1
D_132.1|claim|Q_1.32|C_2400|X_22|211.47|2021-05-11|225.09|795.77|2
D_132.2|claim|Q_1.32|C_4900|X_25|482.68|2021-10-19|401.14|846.44|3
D_133.0|claim|Q_1.33|C_3400|X_21|465.8|2021-03-03|433.93|42.44|4
D_133.1|claim|Q_1.33|C_200|X_29|176.15|2022-04-29|432.4|959.1|0
D_133.2|claim|Q_1.33|C_5000|X_40|898.29|2021-06-17|443.24|799.46|1
D_133.3|claim|Q_1.33|C_3700|X_49|527.37|2021-07-10|102.61|241.91|5
D_134.0|claim|Q_1.34|C_2900|X_6|420.94|2021-04-22|345.92|2.36|4
D_135.0|claim|Q_1.35|C_3100|X_50|202.21|2022-03-08|482.36|451.93|3
D_136.0|claim|Q_1.36|C_4100|X_15|761.89|2022-01-06|935.96|31.62|4
D_136.1|claim|Q_1.36|C_2300|X_5|452.03|2021-04-24|600.21|926.48|2
D_136.2|claim|Q_1.36|C_2000|X_19|983.66|2022-02-15|206.92|415.54|0
D_137.0|claim|Q_1.37|C_2800|X_27|141.21|2021-11-05|676.71|788.24|1
D_137.1|claim|Q_1.37|C_2200|X_19|786.79|2021-06-05|585.9|472.23|0
D_137.2|claim|Q_1.37|C_4500|X_32|414.25|2021-03-08|316.21|254.91|5
D_138.0|claim|Q_1.38|C_2200|X_49|546.88|2021-04-14|513.63|5.86|0
D_140.0|claim|Q_1.40|C_5000|X_14|155.04|2022-01-11|491.04|321.58|5
D_140.1|claim|Q_1.40|C_3400|X_18|290.15|2021-01-24|165.64|724.65|1
D_140.2|claim|Q_1.40|C_2600|X_43|347.12|2021-11-06|282.92|145.87|4
D_140.3|claim|Q_1.40|C_4900|X_35|422.43|2021-11-23|937.84|194.02|0
D_140.4|claim|Q_1.40|C_2200|X_18|557.8|2021-03-15|606.97|181.77|3
D_141.0|claim|Q_1.41|C_300|X_28|831.94|2021-07-14|328.78|521.01|1
D_141.1|claim|Q_1.41|C_4800|X_27|956.61|2021-03-04|902.48|149.79|0
D_141.2|claim|Q_1.41|C_3500|X_27|687.86|2021-07-27|937.72|432.76|3
D_142.0|claim|Q_1.42|C_4500|X_31|895.78|2021-07-26|101.93|637.78|5
D_142.1|claim|Q_1.42|C_2200|X_15|280.99|2021-03-30|421.71|462.9|0
D_143.0|claim|Q_1.43|C_100|X_24|733.34|2021-09-05|782.64|448.7|0
D_143.1|claim|Q_1.43|C_1100|X_37|772.47|2021-12-01|95.89|133.92|2
D_143.2|claim|Q_1.43|C_3700|X_18|350.54|2021-06-19|677.96|74.57|5
D_144.0|claim|Q_1.44|C_4300|X_18|538.31|2021-03-19|805.41|828.81|2
D_145.0|claim|Q_1.45|C_3200|X_34|812.61|2022-03-04|821.71|313.56|0
D_146.0|claim|Q_1.46|C_1700|X_7|303.22|2021-03-13|297.12|470.6|5
D_146.1|claim|Q_1.46|C_900|X_23|272.1|2021-02-07|240.3|573.01|1
D_146.2|claim|Q_1.46|C_100|X_16|242.84|2021-04-30|900.33|522.32|2
D_146.3|claim|Q_1.46|C_2800|X_28|958.39|2022-02-16|921.01|610.15|3
D_147.0|claim|Q_1.47|C_1600|X_43|616.55|2021-11-16|950.68|242.9|5
D_148.0|claim|Q_1.48|C_1300|X_9|763.86|2021-04-04|674.59|247.6|1
D_148.1|claim|Q_1.48|C_1800|X_30|427.66|2021-04-13|786.2|355.72|4
D_148.2|claim|Q_1.48|C_3200|X_4|189.43|2022-02-20|213.33|633.02|3
D_149.0|claim|Q_1.49|C_2600|X_11|981.73|2021-03-07|783.48|494.25|5
D_149.1|claim|Q_1.49|C_4600|X_24|620.82|2021-10-13|274.53|176.81|3
D_149.2|claim|Q_1.49|C_4700|X_46|382.67|2021-03-26|919.7|622.65|2
D_149.3|claim|Q_1.49|C_1600|X_44|419.03|2021-09-14|612.91|602.71|4
D_149.4|claim|Q_1.49|C_1300|X_10|960.54|2021-06-16|689.07|754.7|5
D_150.0|claim|Q_1.50|C_4000|X_19|817.96|2021-11-14|967.95|596.88|5
D_150.1|claim|Q_1.50|C_3400|X_34|952.55|2022-03-13|212.78|382.49|1
D_150.2|claim|Q_1.50|C_4100|X_47|141.91|2021-06-08|329.57|899.14|2
D_150.3|claim|Q_1.50|C_3100|X_26|617.87|2021-10-09|604.89|529.44|3
D_151.0|claim|Q_1.51|C_100|X_14|536.34|2021-08-27|213.65|298.14|0
D_151.1|claim|Q_1.51|C_1900|X_38|409.96|2022-02-15|62.35|562.4|0
D_151.2|claim|Q_1.51|C_2300|X_47|255.78|2021-05-11|746.18|622.26|5
D_151.3|claim|Q_1.51|C_4100|X_14|820.77|2021-10-30|101.07|647.2|5
D_151.4|claim|Q_1.51|C_3200|X_18|149.58|2021-02-17|931.2|998.98|4
D_152.0|claim|Q_1.52|C_1200|X_24|880.22|2022-02-04|956.53|934.24|0
D_152.1|claim|Q_1.52|C_1100|X_15|512.1|2022-04-03|80.86|645.7|4
D_152.2|claim|Q_1.52|C_1000|X_50|570.05|2021-04-24|189.51|704.94|3
D_153.0|claim|Q_1.53|C_1800|X_13|857.61|2021-02-21|286.04|15.92|4
D_153.1|claim|Q_1.53|C_4100|X_7|422.88|2021-02-24|234.78|279.19|3
D_153.2|claim|Q_1.53|C_800|X_21|713.45|2021-08-19|739.34|93.32|4
D_153.3|claim|Q_1.53|C_1500|X_16|558.77|2022-03-19|511.56|712.57|0
D_154.0|claim|Q_1.54|C_4300|X_22|852.54|2021-01-20|204.8|473.76|1
D_154.1|claim|Q_1.54|C_4600|X_48|530.52|2021-10-09|356.57|359.11|1
D_154.2|claim|Q_1.54|C_3600|X_15|899.0|2021-12-19|591.71|205.87|5
D_154.3|claim|Q_1.54|C_4600|X_20|572.73|2021-11-20|228.23|34.38|2
D_155.0|claim|Q_1.55|C_2500|X_9|585.25|2021-01-08|152.34|769.58|3
D_155.1|claim|Q_1.55|C_2700|X_46|231.33|2021-12-25|944.32|240.63|2
D_157.0|claim|Q_1.57|C_1400|X_49|392.84|2021-06-06|326.61|926.36|4
D_158.0|claim|Q_1.58|C_3900|X_10|331.45|2021-10-08|648.36|959.24|0
D_158.1|claim|Q_1.58|C_1800|X_45|314.44|2022-04-21|756.6|507.22|1
D_158.2|claim|Q_1.58|C_1500|X_40|491.6|2021-07-24|118.19|199.46|4
D_159.0|claim|Q_1.59|C_2100|X_5|891.19|2021-12-19|487.3|254.41|2
D_159.1|claim|Q_1.59|C_4800|X_17|662.16|2021-12-31|535.19|770.07|0
D_159.2|claim|Q_1.59|C_4200|X_1|893.07|2021-09-18|433.38|503.7|2
D_160.0|claim|Q_1.60|C_4100|X_8|663.68|2021-09-04|466.63|943.39|4
D_160.1|claim|Q_1.60|C_4700|X_22|373.73|2021-08-21|519.24|537.87|0
D_160.2|claim|Q_1.60|C_3100|X_0|975.41|2021-01-31|271.14|266.16|4
D_160.3|claim|Q_1.60|C_3500|X_18|262.9|2021-08-03|721.47|177.11|0
D_160.4|claim|Q_1.60|C_3100|X_26|769.31|2022-04-06|616.61|998.27|0
D_162.0|claim|Q_1.62|C_4700|X_47|172.13|2022-04-25|736.46|921.8|0
D_162.1|claim|Q_1.62|C_3800|X_44|564.39|2021-02-05|665.17|834.86|5
D_163.0|claim|Q_1.63|C_4500|X_33|220.07|2022-02-12|498.49|496.6|3
D_164.0|claim|Q_1.64|C_1600|X_21|892.62|2021-07-30|359.4|321.95|4
D_164.1|claim|Q_1.64|C_2700|X_37|539.81|2021-07-24|562.73|854.95|2
D_164.2|claim|Q_1.64|C_4200|X_22|551.89|2021-09-18|154.68|666.66|4
D_164.3|claim|Q_1.64|C_3100|X_23|167.97|2021-01-13|26.02|284.16|0
D_165.0|claim|Q_1.65|C_4300|X_13|714.74|2021-03-23|819.16|540.41|0
D_166.0|claim|Q_1.66|C_2400|X_27|948.59|2021-07-25|897.55|139.32|5
D_166.1|claim|Q_1.66|C_1100|X_18|244.94|2021-05-30|358.91|856.71|0
D_167.0|claim|Q_1.67|C_500|X_32|378.94|2021-04-24|69.1|579.32|2
D_167.1|claim|Q_1.67|C_4300|X_36|447.24|2021-09-02|822.84|838.58|2
D_167.2|claim|Q_1.67|C_1200|X_15|245.39|2021-09-28|325.07|945.76|0
D_167.3|claim|Q_1.67|C_3900|X_24|361.69|2022-04-22|427.02|342.85|0
D_168.0|claim|Q_1.68|C_2900|X_18|243.3|2021-12-12|126.17|82.76|0
D_168.1|claim|Q_1.68|C_1000|X_43|146.28|2021-11-27|93.77|421.75|2
D_168.2|claim|Q_1.68|C_1300|X_9|337.3|2021-09-16|613.01|464.28|2
D_168.3|claim|Q_1.68|C_600|X_50|684.17|2021-05-29|969.64|832.31|1
D_169.0|claim|Q_1.69|C_300|X_31|644.84|2021-04-10|937.0|629.6|1
D_170.0|claim|Q_1.70|C_4400|X_37|357.86|2022-04-26|651.89|800.69|1
D_170.1|claim|Q_1.70|C_2800|X_41|265.61|2022-04-07|569.45|392.99|2
D_170.2|claim|Q_1.70|C_500|X_26|223.36|2021-01-15|26.03|202.95|4
D_171.0|claim|Q_1.71|C_2400|X_13|532.2|2021-09-02|817.84|818.56|0
D_171.1|claim|Q_1.71|C_200|X_45|893.29|2021-08-18|528.03|565.69|5
D_173.0|claim|Q_1.73|C_2500|X_48|584.52|2021-11-29|243.26|868.71|0
D_173.1|claim|Q_1.73|C_900|X_27|732.45|2021-02-13|195.19|540.42|5
D_173.2|claim|Q_1.73|C_3700|X_47|434.34|2021-11-11|273.35|46.51|2
D_174.0|claim|Q_1.74|C_2600|X_36|904.82|2022-04-12|654.72|431.15|4
D_174.1|claim|Q_1.74|C_1200|X_49|666.08|2021-06-29|345.71|658.98|3
D_176.0|claim|Q_1.76|C_2100|X_28|913.34|2021-07-23|351.87|786.47|3
D_176.1|claim|Q_1.76|C_3000|X_43|361.88|2021-01-13|726.26|705.14|1
D_176.2|claim|Q_1.76|C_2500|X_20|356.55|2021-12-16|233.51|920.01|3
D_177.0|claim|Q_1.77|C_2200|X_17|857.17|2021-12-17|473.51|216.41|5
D_178.0|claim|Q_1.78|C_2400|X_36|686.08|2022-01-15|821.74|560.2|0
D_178.1|claim|Q_1.78|C_800|X_19|508.1|2022-03-01|817.97|957.8|4
D_178.2|claim|Q_1.78|C_2200|X_13|400.86|2021-08-21|683.76|69.29|4
D_178.3|claim|Q_1.78|C_4500|X_33|460.99|2022-04-14|693.36|184.17|4
D_178.4|claim|Q_1.78|C_4200|X_4|634.38|2021-02-21|511.58|71.05|2
D_179.0|claim|Q_1.79|C_200|X_31|408.94|2021-11-21|141.06|834.79|2
D_179.1|claim|Q_1.79|C_4000|X_47|540.49|2021-10-14|802.91|429.97|3
D_180.0|claim|Q_1.80|C_2300|X_0|197.21|2021-08-17|732.26|134.84|5
D_180.1|claim|Q_1.80|C_1200|X_38|945.18|2021-04-25|978.83|758.5|2
D_182.0|claim|Q_1.82|C_2300|X_5|729.01|2021-05-26|272.66|577.89|2
D_182.1|claim|Q_1.82|C_600|X_8|581.47|2021-04-05|479.73|85.25|3
D_182.2|claim|Q_1.82|C_2300|X_3|122.56|2022-01-31|450.06|590.34|0
D_182.3|claim|Q_1.82|C_3600|X_12|834.12|2021-04-22|786.36|717.92|3
D_182.4|claim|Q_1.82|C_4800|X_21|406.61|2021-05-04|297.46|64.15|4
D_183.0|claim|Q_1.83|C_4300|X_15|629.36|2021-11-02|374.37|540.37|2
D_183.1|claim|Q_1.83|C_600|X_23|572.26|2021-03-03|735.41|715.86|1
D_183.2|claim|Q_1.83|C_4200|X_29|568.85|2021-11-26|172.99|24.57|3
D_183.3|claim|Q_1.83|C_3400|X_28|591.58|2021-08-15|930.11|581.06|3
D_183.4|claim|Q_1.83|C_4800|X_17|239.95|2021-04-05|969.15|324.0|5
D_184.0|claim|Q_1.84|C_3000|X_31|791.46|2021-11-10|304.45|639.12|2
D_184.1|claim|Q_1.84|C_1000|X_16|485.92|2021-08-04|973.15|283.22|0
D_184.2|claim|Q_1.84|C_2800|X_35|491.78|2021-05-26|765.75|627.31|5
D_184.3|claim|Q_1.84|C_3700|X_47|703.87|2021-09-01|610.18|210.5|5
D_184.4|claim|Q_1.84|C_4400|X_48|105.49|2021-11-15|846.3|316.53|0
D_185.0|claim|Q_1.85|C_1800|X_48|933.69|2022-01-14|426.12|427.16|1
D_185.1|claim|Q_1.85|C_4100|X_28|730.19|2022-03-24|866.57|919.88|4
D_185.2|claim|Q_1.85|C_2600|X_3|604.96|2021-01-07|71.79|390.42|1
D_186.0|claim|Q_1.86|C_4600|X_5|947.59|2022-01-13|497.63|127.09|5
D_186.1|claim|Q_1.86|C_1600|X_8|132.17|2021-07-16|777.57|369.29|1
D_186.2|claim|Q_1.86|C_2100|X_46|609.4|2021-05-12|407.32|790.67|0
D_186.3|claim|Q_1.86|C_4100|X_6|284.23|2021-04-26|475.42|343.11|3
D_187.0|claim|Q_1.87|C_800|X_10|935.25|2021-07-29|989.04|528.66|5
D_187.1|claim|Q_1.87|C_1300|X_18|425.77|2021-12-11|706.41|328.9|4
D_187.2|claim|Q_1.87|C_3600|X_46|127.39|2021-10-01|777.3|719.04|3
D_187.3|claim|Q_1.87|C_2600|X_29|134.42|2021-04-03|430.69|385.66|4
D_188.0|claim|Q_1.88|C_4200|X_50|306.02|2021-06-26|974.75|16.78|2
D_188.1|claim|Q_1.88|C_1800|X_48|751.06|2021-03-26|688.45|755.93|2
D_189.0|claim|Q_1.89|C_4900|X_25|706.26|2021-11-11|335.94|441.76|1
D_189.1|claim|Q_1.89|C_1200|X_45|315.41|2022-02-26|566.12|394.68|1
D_189.2|claim|Q_1.89|C_800|X_36|864.3|2021-10-08|848.07|727.1|2
D_190.0|claim|Q_1.90|C_4600|X_24|643.89|2021-06-03|460.15|855.16|1
D_190.1|claim|Q_1.90|C_4000|X_3|779.37|2021-06-03|484.39|924.27|2
D_190.2|claim|Q_1.90|C_2600|X_15|663.22|2021-11-13|58.83|865.09|0
D_190.3|claim|Q_1.90|C_1800|X_6|708.17|2022-02-01|866.36|602.0|4
D_191.0|claim|Q_1.91|C_2300|X_29|804.37|2021-06-08|950.58|214.08|5
D_191.1|claim|Q_1.91|C_3500|X_33|396.53|2022-03-03|843.33|714.47|2
D_193.0|claim|Q_1.93|C_4000|X_23|510.73|2021-08-14|147.21|788.71|3
D_194.0|claim|Q_1.94|C_3400|X_47|911.12|2021-01-22|487.02|409.86|4
D_194.1|claim|Q_1.94|C_600|X_0|266.36|2021-11-01|64.69|554.97|5
D_194.2|claim|Q_1.94|C_1800|X_40|193.27|2021-12-28|395.49|710.09|3
D_196.0|claim|Q_1.96|C_3800|X_19|661.86|2021-01-18|583.28|696.05|2
D_196.1|claim|Q_1.96|C_4400|X_2|768.86|2021-09-06|948.66|822.18|1
D_196.2|claim|Q_1.96|C_3200|X_7|268.63|2021-02-04|865.93|736.02|5
D_197.0|claim|Q_1.97|C_3200|X_37|784.26|2021-09-06|243.27|525.71|5
D_198.0|claim|Q_1.98|C_1700|X_24|597.83|2021-02-06|543.68|775.16|4
D_198.1|claim|Q_1.98|C_100|X_28|797.03|2022-01-25|384.98|677.34|3
D_198.2|claim|Q_1.98|C_3500|X_7|368.74|2021-09-30|761.63|780.24|2
D_198.3|claim|Q_1.98|C_4100|X_45|853.64|2022-03-22|425.53|902.34|1
D_198.4|claim|Q_1.98|C_3900|X_20|949.81|2021-02-20|467.06|110.13|2
D_199.0|claim|Q_1.99|C_2100|X_39|140.05|2022-03-19|842.13|999.72|5
D_199.1|claim|Q_1.99|C_3300|X_42|105.97|2021-04-12|435.05|269.63|1
D_199.2|claim|Q_1.99|C_100|X_15|597.59|2022-04-19|212.46|689.24|5
D_200.0|claim|Q_2.1|C_4800|X_38|154.8|2021-01-30|325.44|544.34|2
D_200.1|claim|Q_2.1|C_2800|X_39|522.54|2021-01-17|782.29|101.66|1
D_201.0|claim|Q_2.2|C_600|X_21|122.68|2021-06-13|91.07|307.04|4
D_201.1|claim|Q_2.2|C_900|X_19|157.44|2022-02-21|2.3|169.24|1
D_201.2|claim|Q_2.2|C_2900|X_50|160.66|2021-12-04|781.02|261.42|4
D_201.3|claim|Q_2.2|C_3600|X_23|129.84|2021-10-23|801.19|988.76|2
D_201.4|claim|Q_2.2|C_900|X_1|816.56|2021-08-22|291.9|623.3|2
D_202.0|claim|Q_2.3|C_1700|X_10|827.29|2021-12-23|263.5|400.69|3
D_202.1|claim|Q_2.3|C_900|X_31|495.26|2021-09-15|269.56|404.4|1
D_202.2|claim|Q_2.3|C_2200|X_41|299.43|2021-01-30|10.78|38.53|5
D_202.3|claim|Q_2.3|C_2300|X_22|293.23|2022-04-08|430.36|281.97|3
D_202.4|claim|Q_2.3|C_3500|X_48|603.26|2021-04-10|158.17|973.29|4
D_203.0|claim|Q_2.4|C_2200|X_37|650.91|2021-07-13|951.68|695.71|3
D_204.0|claim|Q_2.5|C_1700|X_37|824.43|2022-04-14|334.36|958.46|0
D_204.1|claim|Q_2.5|C_100|X_22|561.05|2021-06-08|788.85|955.83|0
D_204.2|claim|Q_2.5|C_4000|X_27|995.32|2022-03-08|412.35|751.08|2
D_204.3|claim|Q_2.5|C_4000|X_26|326.44|2021-11-20|173.86|866.91|0
D_206.0|claim|Q_2.7|C_100|X_29|155.55|2021-05-20|696.54|197.57|4
D_206.1|claim|Q_2.7|C_4400|X_20|360.58|2022-04-15|672.53|189.79|4
D_206.2|claim|Q_2.7|C_4000|X_2|728.85|2022-02-12|326.35|803.82|2
D_207.0|claim|Q_2.8|C_3700|X_42|597.47|2021-02-10|258.17|360.33|3
D_207.1|claim|Q_2.8|C_1600|X_45|889.58|2021-09-24|519.25|246.36|1
D_207.2|claim|Q_2.8|C_5000|X_30|611.04|2021-06-25|184.31|687.06|0
D_208.0|claim|Q_2.9|C_200|X_22|260.59|2021-12-21|75.03|121.6|3
D_208.1|claim|Q_2.9|C_1300|X_47|809.24|2022-01-08|471.5|314.7|2
D_208.2|claim|Q_2.9|C_2900|X_16|402.21|2021-05-20|142.67|883.81|3
D_208.3|claim|Q_2.9|C_400|X_9|612.2|2021-04-05|890.92|703.64|1
D_208.4|claim|Q_2.9|C_2700|X_11|888.32|2021-06-20|934.96|641.44|3
D_210.0|claim|Q_2.11|C_2200|X_34|769.1|2021-01-16|519.82|463.5|5
D_210.1|claim|Q_2.11|C_3500|X_7|689.87|2021-10-25|745.99|79.01|0
D_210.2|claim|Q_2.11|C_1800|X_11|270.25|2022-02-16|958.5|870.82|2
D_210.3|claim|Q_2.11|C_300|X_34|249.7|2022-03-23|975.64|842.84|3
D_210.4|claim|Q_2.11|C_2200|X_39|765.27|2022-01-29|225.43|540.71|3
D_211.0|claim|Q_2.12|C_3200|X_47|511.1|2022-02-13|32.91|907.27|2
D_211.1|claim|Q_2.12|C_400|X_14|798.74|2022-01-03|903.82|738.09|4
D_212.0|claim|Q_2.13|C_4500|X_2|104.27|2021-08-07|484.29|497.69|2
D_212.1|claim|Q_2.13|C_4700|X_16|298.12|2021-03-17|216.98|166.57|5
D_212.2|claim|Q_2.13|C_1800|X_23|557.09|2021-04-29|444.63|930.95|2
D_213.0|claim|Q_2.14|C_4300|X_33|852.68|2021-04-01|151.8|715.93|3
D_213.1|claim|Q_2.14|C_4500|X_30|230.87|2021-10-12|529.79|823.4|4
D_213.2|claim|Q_2.14|C_800|X_12|459.1|2021-06-03|385.58|687.57|5
D_213.3|claim|Q_2.14|C_800|X_37|340.75|2022-04-12|613.1|799.47|4
D_213.4|claim|Q_2.14|C_2200|X_13|158.28|2021-03-30|943.85|73.33|2
D_214.0|claim|Q_2.15|C_4000|X_3|913.2|2021-05-11|890.36|793.16|0
D_214.1|claim|Q_2.15|C_1100|X_2|807.1|2021-02-17|819.81|133.13|4
D_216.0|claim|Q_2.17|C_4900|X_6|848.9|2021-01-13|167.38|162.66|5
D_216.1|claim|Q_2.17|C_3400|X_29|345.28|2021-12-06|490.78|483.57|4
D_217.0|claim|Q_2.18|C_0|X_21|569.36|2021-09-13|267.05|747.0|0
D_217.1|claim|Q_2.18|C_4400|X_44|463.73|2021-11-25|261.3|446.29|0
D_217.2|claim|Q_2.18|C_2200|X_49|207.78|2021-06-10|940.72|441.74|2
D_217.3|claim|Q_2.18|C_4200|X_20|238.9|2022-01-02|137.56|798.37|1
D_217.4|claim|Q_2.18|C_900|X_5|942.21|2022-04-28|157.41|995.96|3
D_218.0|claim|Q_2.19|C_4200|X_45|973.08|2021-08-28|495.19|28.8|4
D_219.0|claim|Q_2.20|C_2000|X_25|689.16|2021-06-25|367.45|601.1|0
D_219.1|claim|Q_2.20|C_300|X_5|299.7|2022-04-28|765.1|744.59|3
D_219.2|claim|Q_2.20|C_4000|X_48|340.55|2021-05-05|703.96|26.48|4
D_220.0|claim|Q_2.21|C_2700|X_23|445.48|2022-01-13|520.89|888.52|1
D_220.1|claim|Q_2.21|C_200|X_43|536.12|2021-12-02|374.76|171.07|4
D_221.0|claim|Q_2.22|C_200|X_32|884.62|2021-05-01|258.43|557.13|5
D_221.1|claim|Q_2.22|C_2100|X_47|340.71|2021-03-01|149.73|729.84|1
D_221.2|claim|Q_2.22|C_1300|X_8|120.04|2022-01-24|268.31|117.34|1
D_221.3|claim|Q_2.22|C_3700|X_25|917.63|2021-10-09|518.34|463.57|1
D_222.0|claim|Q_2.23|C_3200|X_23|553.38|2021-02-22|335.7|668.91|3
D_222.1|claim|Q_2.23|C_5000|X_7|172.05|2021-02-28|669.77|113.27|3
D_222.2|claim|Q_2.23|C_200|X_18|367.11|2021-12-30|804.15|929.71|3
D_222.3|claim|Q_2.23|C_1900|X_36|228.96|2021-06-17|26.61|25.48|2
D_222.4|claim|Q_2.23|C_3600|X_41|399.31|2021-11-21|956.92|980.93|4
D_224.0|claim|Q_2.25|C_2400|X_8|667.15|2022-02-01|113.22|634.61|3
D_224.1|claim|Q_2.25|C_200|X_26|584.9|2021-01-10|617.27|35.7|1
D_224.2|claim|Q_2.25|C_4300|X_0|392.3|2021-09-21|881.97|257.23|1
D_225.0|claim|Q_2.26|C_3600|X_0|929.32|2021-02-11|4.39|589.88|5
D_225.1|claim|Q_2.26|C_900|X_49|509.65|2021-03-22|607.8|813.82|0
D_226.0|claim|Q_2.27|C_4700|X_42|482.75|2021-08-15|173.52|219.98|5
D_227.0|claim|Q_2.28|C_3900|X_17|862.46|2022-01-06|394.18|478.91|3
D_227.1|claim|Q_2.28|C_2700|X_6|761.69|2021-11-08|176.13|533.36|3
D_228.0|claim|Q_2.29|C_3500|X_16|184.05|2021-04-11|397.75|434.63|2
D_228.1|claim|Q_2.29|C_2100|X_5|348.45|2021-07-31|930.23|318.07|5
D_228.2|claim|Q_2.29|C_1000|X_42|723.91|2022-02-01|257.17|176.06|5
D_228.3|claim|Q_2.29|C_2300|X_49|328.63|2021-11-11|311.85|172.77|0
D_228.4|claim|Q_2.29|C_1300|X_39|729.97|2021-07-23|441.31|858.58|5
D_229.0|claim|Q_2.30|C_1300|X_50|911.9|2021-02-08|820.14|417.03|5
D_229.1|claim|Q_2.30|C_4000|X_19|812.04|2021-08-04|425.87|943.22|0
D_229.2|claim|Q_2.30|C_800|X_37|610.9|2021-10-22|655.07|899.76|3
D_230.0|claim|Q_2.31|C_0|X_34|656.78|2021-03-14|465.73|866.95|0
D_230.1|claim|Q_2.31|C_3500|X_7|961.51|2021-10-25|454.51|379.69|0
D_230.2|claim|Q_2.31|C_3200|X_38|522.76|2021-01-30|110.52|576.81|3
D_231.0|claim|Q_2.32|C_1900|X_32|130.17|2021-04-11|63.09|948.53|2
D_231.1|claim|Q_2.32|C_2800|X_32|712.23|2021-01-21|506.02|950.23|1
D_231.2|claim|Q_2.32|C_2700|X_23|239.87|2021-07-25|826.74|590.59|5
D_231.3|claim|Q_2.32|C_2000|X_48|756.1|2022-04-27|188.6|229.36|2
D_231.4|claim|Q_2.32|C_400|X_26|376.63|2021-02-02|707.02|150.63|3
D_232.0|claim|Q_2.33|C_3000|X_45|576.62|2021-01-26|437.84|904.76|2
D_233.0|claim|Q_2.34|C_4500|X_46|604.05|2022-01-15|903.16|70.27|4
D_234.0|claim|Q_2.35|C_900|X_13|285.68|2021-06-02|899.95|790.72|1
D_234.1|claim|Q_2.35|C_400|X_5|585.27|2022-01-22|107.68|949.26|5
D_235.0|claim|Q_2.36|C_4100|X_44|357.15|2021-06-29|669.56|46.91|2
D_235.1|claim|Q_2.36|C_1400|X_40|529.1|2021-05-18|352.4|179.07|2
D_236.0|claim|Q_2.37|C_2600|X_3|278.57|2021-01-01|452.87|696.28|0
D_236.1|claim|Q_2.37|C_4500|X_33|667.02|2021-05-22|475.15|400.04|2
D_236.2|claim|Q_2.37|C_4500|X_43|646.43|2021-07-10|875.14|724.73|2
D_236.3|claim|Q_2.37|C_1000|X_29|622.94|2021-08-05|491.52|221.53|5
D_237.0|claim|Q_2.38|C_1100|X_47|959.12|2021-12-11|343.52|583.48|4
D_238.0|claim|Q_2.39|C_5000|X_32|364.71|2021-09-28|808.22|120.43|3
D_238.1|claim|Q_2.39|C_3100|X_20|493.09|2021-06-02|210.26|620.81|3
D_238.2|claim|Q_2.39|C_2600|X_23|706.97|2021-03-13|163.74|577.28|1
D_238.3|claim|Q_2.39|C_3900|X_37|382.26|2021-05-16|752.84|478.38|1
D_238.4|claim|Q_2.39|C_2400|X_40|458.47|2021-05-17|821.32|43.03|1
D_239.0|claim|Q_2.40|C_2600|X_13|519.41|2022-01-13|871.89|300.87|1
D_239.1|claim|Q_2.40|C_2900|X_19|358.04|2021-12-19|964.94|449.38|2
D_240.0|claim|Q_2.41|C_3000|X_1|127.28|2021-10-18|394.51|4.25|3
D_240.1|claim|Q_2.41|C_4000|X_9|863.16|2021-11-28|122.35|641.08|0
D_241.0|claim|Q_2.42|C_4500|X_37|670.82|2021-06-13|899.81|966.1|2
D_241.1|claim|Q_2.42|C_5000|X_30|495.77|2022-04-27|259.24|651.57|1
D_241.2|claim|Q_2.42|C_2900|X_3|600.75|2021-11-15|196.94|663.33|3
D_241.3|claim|Q_2.42|C_4900|X_34|755.61|2022-04-12|590.24|997.64|5
D_242.0|claim|Q_2.43|C_1800|X_8|520.36|2021-08-20|530.11|659.61|1
D_242.1|claim|Q_2.43|C_2400|X_8|271.63|2021-05-11|607.72|444.46|1
D_243.0|claim|Q_2.44|C_800|X_0|190.1|2022-02-21|54.45|416.25|0
