ID|LABEL|POLICY_NUMBER|POLICY_BIND_DATE|POLICY_STATE|POLICY_CSL|POLICY_DEDUCTABLE|POLICY_ANNUAL_PREMIUM|UMBRELLA_LIMIT|AUTO_MAKE|AUTO_YEAR|AGENT_ID|CLAIM_ID
Q_2.45|policy|Q_2.45|2022-02-02|CO|511.81|83.62|595.37|734762.36|audi|1980|A_2|
Q_2.46|policy|Q_2.46|2022-03-28|RI|558.25|78.39|109.2|4896990.17|canoo|2010|A_2|
Q_2.47|policy|Q_2.47|2021-03-25|MS|620.84|28.43|534.7|6096263.21|volvo|2003|A_2|
Q_2.48|policy|Q_2.48|2021-01-09|AK|152.94|71.89|862.89|1639110.35|rivian|1983|A_2|
Q_2.49|policy|Q_2.49|2021-01-20|MS|673.39|81.96|220.05|3765868.3|canoo|2001|A_2|
Q_2.50|policy|Q_2.50|2021-05-21|TX|195.45|26.51|435.36|4250493.36|volvo|1985|A_2|
Q_2.51|policy|Q_2.51|2021-05-19|MI|808.7|42.17|227.39|6588016.32|jeep|2013|A_2|
Q_2.52|policy|Q_2.52|2021-05-22|NJ|435.46|48.48|578.31|4075363.22|ford|2007|A_2|
Q_2.53|policy|Q_2.53|2021-06-10|NM|226.22|24.84|485.79|739778.98|rivian|1980|A_2|
Q_2.54|policy|Q_2.54|2021-12-31|IN|729.33|85.96|131.14|3848330.34|canoo|1985|A_2|
Q_2.55|policy|Q_2.55|2022-04-08|OH|989.07|30.39|913.7|414765.62|canoo|2007|A_2|
Q_2.56|policy|Q_2.56|2022-03-22|DC|148.78|85.8|886.02|5223142.64|chevy|2003|A_2|
Q_2.57|policy|Q_2.57|2021-08-10|LA|322.67|77.52|735.1|3509804.33|audi|2012|A_2|
Q_2.58|policy|Q_2.58|2021-12-04|NE|552.17|79.45|909.86|7099315.11|rivian|1975|A_2|
Q_2.59|policy|Q_2.59|2021-11-04|WV|224.03|89.78|984.69|4548982.2|rivian|2017|A_2|
Q_2.60|policy|Q_2.60|2022-03-25|AL|350.67|84.4|458.13|4718399.15|volvo|2012|A_2|
Q_2.61|policy|Q_2.61|2022-04-01|KS|792.17|12.08|323.27|8458898.22|canoo|1971|A_2|
Q_2.62|policy|Q_2.62|2022-01-04|OK|414.99|13.58|716.41|1875569.43|jeep|1996|A_2|
Q_2.63|policy|Q_2.63|2021-06-11|DE|336.02|54.8|268.26|8796036.87|jeep|1996|A_2|
Q_2.64|policy|Q_2.64|2021-04-30|VA|701.05|57.24|791.11|7464816.15|canoo|2020|A_2|
Q_2.65|policy|Q_2.65|2021-10-13|DC|718.08|96.36|606.53|6320820.15|chevy|1982|A_2|
Q_2.66|policy|Q_2.66|2022-01-27|MT|253.93|29.02|661.55|8718915.54|chevy|2015|A_2|
Q_2.67|policy|Q_2.67|2022-04-22|GA|119.73|98.36|792.57|3023868.52|rivian|2019|A_2|
Q_2.68|policy|Q_2.68|2021-08-08|VA|695.78|24.97|886.63|5786786.83|ford|1977|A_2|
Q_2.69|policy|Q_2.69|2021-01-30|PA|852.22|77.1|297.83|6880149.56|canoo|1987|A_2|
Q_2.70|policy|Q_2.70|2021-10-07|CO|934.79|98.78|895.03|2949282.57|rivian|1981|A_2|
Q_2.71|policy|Q_2.71|2021-07-14|VA|916.54|40.16|650.73|2488349.64|jeep|2019|A_2|
Q_2.72|policy|Q_2.72|2021-12-29|NE|722.8|58.24|428.21|6999206.77|chevy|2008|A_2|
Q_2.73|policy|Q_2.73|2022-04-22|SD|288.87|79.7|378.17|7621516.37|canoo|1975|A_2|
Q_2.74|policy|Q_2.74|2021-01-09|WI|822.52|65.99|793.75|9496628.87|ford|1997|A_2|
Q_2.75|policy|Q_2.75|2022-01-14|TN|405.74|97.87|751.47|9535237.87|audi|2007|A_2|
Q_2.76|policy|Q_2.76|2021-05-23|CO|787.17|38.08|207.94|689004.39|porsche|2009|A_2|
Q_2.77|policy|Q_2.77|2021-10-07|OR|872.34|83.41|710.0|3033747.6|rivian|1987|A_2|
Q_2.78|policy|Q_2.78|2021-04-15|WV|702.15|84.31|665.06|6978634.37|ford|2015|A_2|
Q_2.79|policy|Q_2.79|2022-01-07|DE|963.81|95.95|601.25|5386259.66|canoo|1979|A_2|
Q_2.80|policy|Q_2.80|2022-03-28|NY|645.65|37.51|139.06|2885811.78|ford|1981|A_2|
Q_2.81|policy|Q_2.81|2021-03-06|LA|312.72|74.56|953.11|9314731.93|canoo|1990|A_2|
Q_2.82|policy|Q_2.82|2021-02-26|TN|226.06|41.02|824.63|845652.03|canoo|1987|A_2|
Q_2.83|policy|Q_2.83|2021-08-05|AK|149.0|21.68|985.91|2003711.83|porsche|2017|A_2|
Q_2.84|policy|Q_2.84|2021-11-24|DC|264.84|75.91|410.86|5263512.27|ford|1999|A_2|
Q_2.85|policy|Q_2.85|2021-04-15|GA|767.76|57.02|510.03|6616223.37|audi|1997|A_2|
Q_2.86|policy|Q_2.86|2021-06-22|TN|661.3|85.65|939.23|8435670.71|porsche|1977|A_2|
Q_2.87|policy|Q_2.87|2022-02-12|NE|445.16|68.65|721.77|9158571.52|canoo|2005|A_2|
Q_2.88|policy|Q_2.88|2021-10-18|CA|217.29|12.38|957.5|7527924.33|audi|1994|A_2|
Q_2.89|policy|Q_2.89|2021-08-14|MS|737.32|41.49|352.64|5014909.44|chevy|2000|A_2|
Q_2.90|policy|Q_2.90|2022-03-16|AK|566.97|59.34|256.02|8533746.22|volvo|1998|A_2|
Q_2.91|policy|Q_2.91|2021-11-07|SC|379.34|56.18|109.63|8533008.85|porsche|2001|A_2|
Q_2.92|policy|Q_2.92|2021-01-15|AR|469.29|35.43|595.74|9289959.41|chevy|1981|A_2|
Q_2.93|policy|Q_2.93|2021-02-20|SD|232.92|64.64|549.63|8554784.62|volvo|1986|A_2|
Q_2.94|policy|Q_2.94|2021-05-09|NH|917.59|79.48|162.85|536287.21|porsche|1978|A_2|
Q_2.95|policy|Q_2.95|2021-09-27|KY|563.21|98.97|554.28|7946132.7|volvo|2021|A_2|
Q_2.96|policy|Q_2.96|2021-11-21|CA|897.8|40.02|285.92|8031763.39|audi|2018|A_2|
Q_2.97|policy|Q_2.97|2021-10-27|WV|967.71|64.94|373.4|5422583.55|chevy|1987|A_2|
Q_2.98|policy|Q_2.98|2021-09-20|CT|341.12|62.55|154.64|3225839.62|chevy|2018|A_2|
Q_2.99|policy|Q_2.99|2022-02-08|AZ|342.89|33.77|316.65|5066090.45|ford|2004|A_2|
Q_3.1|policy|Q_3.1|2021-01-05|ND|441.57|69.44|884.84|4765223.77|porsche|1990|A_3|
Q_3.2|policy|Q_3.2|2021-01-14|WA|253.7|18.07|500.71|156182.23|audi|2018|A_3|
Q_3.3|policy|Q_3.3|2021-10-15|NV|661.14|98.35|828.57|8616613.35|jeep|2004|A_3|
Q_3.4|policy|Q_3.4|2021-06-06|VT|751.24|98.67|638.21|93025.6|volvo|1987|A_3|
Q_3.5|policy|Q_3.5|2021-06-25|SD|126.18|11.66|560.15|2013572.82|porsche|2016|A_3|
Q_3.6|policy|Q_3.6|2021-10-13|MI|175.71|76.34|618.59|4739264.15|canoo|1994|A_3|
Q_3.7|policy|Q_3.7|2022-03-14|CO|595.24|11.3|928.09|1684600.17|rivian|2009|A_3|
Q_3.8|policy|Q_3.8|2021-04-28|RI|858.06|96.47|529.21|4131661.91|volvo|1976|A_3|
Q_3.9|policy|Q_3.9|2021-07-13|WY|229.22|26.83|758.31|3831829.42|canoo|2008|A_3|
Q_3.10|policy|Q_3.10|2021-03-25|VT|165.62|13.1|346.88|5139927.37|ford|2014|A_3|
Q_3.11|policy|Q_3.11|2021-09-13|NM|117.09|70.85|491.78|7200020.06|chevy|1986|A_3|
Q_3.12|policy|Q_3.12|2022-03-05|MS|163.07|60.42|752.43|1512461.7|canoo|1972|A_3|
Q_3.13|policy|Q_3.13|2021-01-16|MI|698.48|29.06|943.92|5822101.04|canoo|2017|A_3|
Q_3.14|policy|Q_3.14|2021-10-03|NY|356.29|61.64|266.96|5364368.06|audi|1981|A_3|
Q_3.15|policy|Q_3.15|2021-08-13|NM|185.76|21.46|349.46|7586551.38|ford|2013|A_3|
Q_3.16|policy|Q_3.16|2021-05-02|GA|591.97|55.26|153.69|8433585.51|ford|1983|A_3|
Q_3.17|policy|Q_3.17|2021-05-16|GA|662.63|16.63|229.97|6253682.67|porsche|2011|A_3|
Q_3.18|policy|Q_3.18|2022-02-21|NM|569.85|67.95|692.51|3864239.57|ford|2017|A_3|
Q_3.19|policy|Q_3.19|2022-04-09|ME|476.46|87.77|106.5|4437703.88|chevy|1977|A_3|
Q_3.20|policy|Q_3.20|2021-07-28|MN|363.87|34.94|494.32|9226043.39|jeep|2001|A_3|
Q_3.21|policy|Q_3.21|2021-03-26|KS|275.31|61.46|334.24|2829108.39|ford|1973|A_3|
Q_3.22|policy|Q_3.22|2021-03-22|MI|487.68|18.69|736.64|2235242.99|audi|1972|A_3|
Q_3.23|policy|Q_3.23|2022-04-14|NV|379.78|53.63|328.84|4509337.1|canoo|1970|A_3|
Q_3.24|policy|Q_3.24|2021-04-23|RI|891.81|15.32|984.79|4109696.16|volvo|2021|A_3|
Q_3.25|policy|Q_3.25|2022-04-07|MN|686.75|24.34|614.3|2492904.33|ford|1989|A_3|
Q_3.26|policy|Q_3.26|2021-11-15|IA|657.58|34.44|478.74|9010734.28|canoo|1994|A_3|
Q_3.27|policy|Q_3.27|2021-10-01|MA|900.46|25.11|946.22|5922146.17|rivian|1998|A_3|
Q_3.28|policy|Q_3.28|2021-07-24|MN|881.7|30.16|959.57|5950412.04|canoo|1993|A_3|
Q_3.29|policy|Q_3.29|2022-01-03|FL|989.36|53.87|364.36|3393551.01|volvo|1992|A_3|
Q_3.30|policy|Q_3.30|2021-07-18|ME|614.97|21.08|863.59|8904610.0|porsche|2002|A_3|
Q_3.31|policy|Q_3.31|2022-04-30|VA|715.27|50.4|268.38|5650487.93|jeep|1996|A_3|
Q_3.32|policy|Q_3.32|2022-01-31|NY|230.67|33.12|640.51|808731.92|rivian|1978|A_3|
Q_3.33|policy|Q_3.33|2022-04-27|SD|667.9|68.01|859.63|3891418.2|ford|2000|A_3|
Q_3.34|policy|Q_3.34|2021-11-26|NY|624.41|47.77|440.08|233432.71|chevy|1991|A_3|
Q_3.35|policy|Q_3.35|2021-04-16|TX|109.0|88.61|653.6|8929850.44|rivian|2009|A_3|
Q_3.36|policy|Q_3.36|2021-01-20|MD|302.88|93.95|663.66|7177863.45|rivian|1998|A_3|
Q_3.37|policy|Q_3.37|2021-11-12|KY|137.65|53.25|924.74|7337689.33|audi|1999|A_3|
Q_3.38|policy|Q_3.38|2022-02-06|ID|974.47|49.28|366.98|4186614.21|jeep|1973|A_3|
Q_3.39|policy|Q_3.39|2021-05-30|NJ|690.12|63.71|970.44|6713201.7|porsche|2022|A_3|
Q_3.40|policy|Q_3.40|2021-11-23|OR|371.85|73.59|195.35|2067535.12|chevy|1988|A_3|
Q_3.41|policy|Q_3.41|2022-01-24|TX|882.55|73.4|515.8|1809335.92|volvo|2000|A_3|
Q_3.42|policy|Q_3.42|2021-04-04|IN|655.98|74.33|140.88|3066917.69|audi|2004|A_3|
Q_3.43|policy|Q_3.43|2021-05-26|NV|404.76|50.06|714.8|5751498.92|audi|2005|A_3|
Q_3.44|policy|Q_3.44|2021-12-15|CO|161.98|47.53|130.85|453629.06|jeep|2016|A_3|
Q_3.45|policy|Q_3.45|2021-05-19|DC|211.88|85.8|499.12|6506104.64|chevy|2001|A_3|
Q_3.46|policy|Q_3.46|2021-01-05|IA|743.9|98.25|964.23|4168607.59|ford|1998|A_3|
Q_3.47|policy|Q_3.47|2021-08-08|NM|601.61|57.99|810.42|3913996.32|rivian|1984|A_3|
Q_3.48|policy|Q_3.48|2021-07-26|DC|373.79|84.43|816.39|5067004.76|volvo|2017|A_3|
Q_3.49|policy|Q_3.49|2021-04-10|WA|976.3|71.32|137.64|7429150.33|rivian|1994|A_3|
Q_3.50|policy|Q_3.50|2021-11-10|IA|228.47|31.19|831.35|830021.02|porsche|1979|A_3|
Q_3.51|policy|Q_3.51|2021-04-15|AL|121.0|17.67|470.68|6937043.46|rivian|2002|A_3|
Q_3.52|policy|Q_3.52|2021-03-23|AR|713.01|83.85|395.73|6365758.46|jeep|1981|A_3|
Q_3.53|policy|Q_3.53|2022-01-08|MN|590.56|86.66|717.09|8307328.03|porsche|2004|A_3|
Q_3.54|policy|Q_3.54|2022-02-25|WI|626.37|50.2|325.17|65181.94|audi|2013|A_3|
Q_3.55|policy|Q_3.55|2022-03-03|CT|375.2|94.36|595.9|9792837.54|jeep|2017|A_3|
Q_3.56|policy|Q_3.56|2022-04-07|DE|328.43|36.41|211.95|6973197.65|rivian|1987|A_3|
Q_3.57|policy|Q_3.57|2021-02-05|ND|591.47|90.35|154.56|1945116.5|volvo|2012|A_3|
Q_3.58|policy|Q_3.58|2022-01-02|DE|275.09|90.58|403.55|329568.71|rivian|1980|A_3|
Q_3.59|policy|Q_3.59|2021-09-11|DE|759.85|27.43|122.92|6226643.59|rivian|2005|A_3|
Q_3.60|policy|Q_3.60|2022-04-05|NM|695.26|65.09|718.19|9394501.79|canoo|1998|A_3|
Q_3.61|policy|Q_3.61|2021-05-05|MD|374.2|49.8|964.0|4184498.43|canoo|1990|A_3|
Q_3.62|policy|Q_3.62|2021-11-18|MS|450.59|40.93|388.87|6248491.69|canoo|1981|A_3|
Q_3.63|policy|Q_3.63|2021-09-30|CA|969.82|30.59|929.96|5987953.93|rivian|1973|A_3|
Q_3.64|policy|Q_3.64|2021-06-02|DC|280.83|26.19|922.12|9718989.31|ford|2010|A_3|
Q_3.65|policy|Q_3.65|2021-11-08|AK|174.07|77.39|872.61|1748428.58|chevy|1994|A_3|
Q_3.66|policy|Q_3.66|2022-04-29|TN|118.33|44.24|504.14|3430106.36|volvo|1988|A_3|
Q_3.67|policy|Q_3.67|2021-12-20|WA|785.13|87.69|201.45|9267044.67|porsche|2009|A_3|
Q_3.68|policy|Q_3.68|2022-01-17|WI|163.48|37.13|214.53|7357844.1|canoo|2004|A_3|
Q_3.69|policy|Q_3.69|2021-02-23|WV|324.04|42.68|884.93|9289436.89|audi|1970|A_3|
Q_3.70|policy|Q_3.70|2022-01-30|OH|208.45|94.67|235.88|7655465.93|ford|2000|A_3|
Q_3.71|policy|Q_3.71|2022-04-13|HI|891.69|40.35|117.59|6119649.45|rivian|1970|A_3|
Q_3.72|policy|Q_3.72|2022-03-07|MA|729.33|98.69|195.81|273934.49|canoo|1987|A_3|
Q_3.73|policy|Q_3.73|2021-07-07|FL|183.85|27.99|436.69|4537244.35|volvo|2017|A_3|
Q_3.74|policy|Q_3.74|2021-05-13|IN|584.02|64.09|190.5|6536453.54|volvo|1996|A_3|
Q_3.75|policy|Q_3.75|2021-06-01|HI|512.07|21.72|118.57|5306225.49|jeep|1996|A_3|
Q_3.76|policy|Q_3.76|2021-11-25|KY|368.38|28.5|642.69|6244386.48|porsche|1996|A_3|
Q_3.77|policy|Q_3.77|2022-02-01|HI|677.21|78.86|474.93|1613616.88|porsche|2020|A_3|
Q_3.78|policy|Q_3.78|2021-07-09|NH|143.08|48.94|398.63|4033666.9|volvo|1983|A_3|
Q_3.79|policy|Q_3.79|2021-10-02|SC|348.28|43.15|328.09|3544717.28|chevy|1979|A_3|
Q_3.80|policy|Q_3.80|2021-07-18|GA|728.16|79.46|227.27|9608647.88|rivian|1974|A_3|
Q_3.81|policy|Q_3.81|2022-01-26|WV|924.09|33.3|661.43|1339667.83|canoo|2021|A_3|
Q_3.82|policy|Q_3.82|2021-03-02|SC|101.81|79.05|732.49|6831122.71|porsche|2008|A_3|
Q_3.83|policy|Q_3.83|2022-03-29|MN|229.38|65.26|603.88|2520962.82|jeep|2012|A_3|
Q_3.84|policy|Q_3.84|2021-09-27|NM|975.63|25.24|895.44|2276179.03|chevy|2011|A_3|
Q_3.85|policy|Q_3.85|2021-11-28|NE|724.23|61.7|303.42|305464.06|chevy|2016|A_3|
Q_3.86|policy|Q_3.86|2021-01-17|ID|728.1|57.35|835.58|8161243.13|canoo|1995|A_3|
Q_3.87|policy|Q_3.87|2021-05-13|UT|813.74|62.71|788.15|1007530.4|ford|1972|A_3|
Q_3.88|policy|Q_3.88|2021-01-30|MD|233.52|11.44|381.52|943426.72|jeep|1990|A_3|
Q_3.89|policy|Q_3.89|2021-12-21|IL|593.63|54.95|947.16|9848028.88|canoo|1999|A_3|
Q_3.90|policy|Q_3.90|2021-10-09|NC|762.55|93.58|888.69|1158194.67|jeep|1978|A_3|
Q_3.91|policy|Q_3.91|2021-10-25|WI|639.68|28.98|986.65|5575587.06|audi|1981|A_3|
Q_3.92|policy|Q_3.92|2021-10-29|UT|652.05|35.75|273.21|6717206.48|porsche|2009|A_3|
Q_3.93|policy|Q_3.93|2021-08-21|ID|848.55|64.7|117.58|5691620.31|chevy|1983|A_3|
Q_3.94|policy|Q_3.94|2022-01-12|SC|182.14|72.04|900.6|7177936.64|porsche|2011|A_3|
Q_3.95|policy|Q_3.95|2022-01-03|IN|935.71|74.92|186.53|8650900.48|chevy|2021|A_3|
Q_3.96|policy|Q_3.96|2022-03-04|PA|254.39|67.62|973.65|2855630.65|porsche|1976|A_3|
Q_3.97|policy|Q_3.97|2021-03-26|NV|629.63|89.48|512.9|9732856.88|ford|1978|A_3|
Q_3.98|policy|Q_3.98|2021-01-01|MO|395.3|73.37|430.95|7323564.34|ford|1983|A_3|
Q_3.99|policy|Q_3.99|2021-12-03|NY|569.48|91.98|849.09|4537115.07|rivian|2021|A_3|
Q_4.1|policy|Q_4.1|2022-03-05|AL|396.89|34.61|762.26|7971772.65|chevy|1998|A_4|
Q_4.2|policy|Q_4.2|2021-01-09|NC|335.51|68.85|892.44|9089676.23|audi|2017|A_4|
Q_4.3|policy|Q_4.3|2021-07-19|LA|165.73|43.7|763.2|3094692.09|chevy|1993|A_4|
Q_4.4|policy|Q_4.4|2021-07-23|UT|626.37|32.41|295.95|1261156.03|chevy|1984|A_4|
Q_4.5|policy|Q_4.5|2021-12-14|MI|732.93|60.56|318.62|4251531.94|porsche|2017|A_4|
Q_4.6|policy|Q_4.6|2021-11-02|MO|353.25|52.32|665.53|8289356.79|ford|1981|A_4|
Q_4.7|policy|Q_4.7|2021-03-19|OR|690.55|79.66|268.44|9386159.38|canoo|1986|A_4|
Q_4.8|policy|Q_4.8|2021-08-31|VA|820.0|29.63|184.72|342300.4|volvo|1970|A_4|
Q_4.9|policy|Q_4.9|2021-11-21|CA|609.09|35.17|504.45|9760503.7|ford|2021|A_4|
Q_4.10|policy|Q_4.10|2021-09-15|CA|568.06|13.69|523.62|4012455.1|porsche|1980|A_4|
Q_4.11|policy|Q_4.11|2022-03-14|RI|412.88|58.8|274.39|6142967.1|ford|2013|A_4|
Q_4.12|policy|Q_4.12|2021-08-04|PA|223.06|67.38|737.74|9319578.33|rivian|2004|A_4|
Q_4.13|policy|Q_4.13|2021-11-04|MS|489.37|66.33|709.26|8674480.0|jeep|2005|A_4|
Q_4.14|policy|Q_4.14|2021-05-01|KS|294.77|36.85|638.52|542101.14|chevy|2017|A_4|
Q_4.15|policy|Q_4.15|2021-08-15|NV|474.83|26.76|113.46|4097281.07|chevy|2005|A_4|
Q_4.16|policy|Q_4.16|2021-09-29|MS|754.29|24.11|944.17|7297093.43|ford|2009|A_4|
Q_4.17|policy|Q_4.17|2021-12-02|ID|507.61|87.11|922.69|2548982.69|porsche|1973|A_4|
Q_4.18|policy|Q_4.18|2021-06-17|SD|925.66|52.45|687.62|8334026.06|canoo|1986|A_4|
Q_4.19|policy|Q_4.19|2022-01-22|AL|286.42|64.89|104.62|9362881.91|audi|1978|A_4|
Q_4.20|policy|Q_4.20|2022-01-12|SD|575.24|92.13|992.48|6809701.15|volvo|1983|A_4|
Q_4.21|policy|Q_4.21|2021-11-06|MT|839.23|92.33|843.63|6234194.7|jeep|1990|A_4|
Q_4.22|policy|Q_4.22|2021-10-29|NE|262.97|76.2|245.25|4141773.2|porsche|1978|A_4|
Q_4.23|policy|Q_4.23|2022-04-20|MO|647.86|15.66|764.04|4182622.96|chevy|1992|A_4|
Q_4.24|policy|Q_4.24|2021-11-15|NE|890.99|15.27|908.61|8160892.37|chevy|2018|A_4|
Q_4.25|policy|Q_4.25|2021-07-19|SD|170.47|91.06|251.67|2656716.76|canoo|1991|A_4|
Q_4.26|policy|Q_4.26|2021-05-10|AZ|802.65|51.7|607.35|9723971.45|canoo|1985|A_4|
Q_4.27|policy|Q_4.27|2021-06-11|KY|953.47|21.24|571.26|8256341.0|chevy|1970|A_4|
Q_4.28|policy|Q_4.28|2022-01-06|WY|329.59|88.11|295.81|6918139.5|canoo|2001|A_4|
Q_4.29|policy|Q_4.29|2021-06-08|NJ|987.52|20.72|113.06|9096474.98|ford|1980|A_4|
Q_4.30|policy|Q_4.30|2021-12-10|WI|441.7|17.63|540.15|1269629.29|porsche|2015|A_4|
Q_4.31|policy|Q_4.31|2022-03-06|AZ|948.93|26.08|985.8|7653752.13|jeep|1995|A_4|
Q_4.32|policy|Q_4.32|2022-04-18|UT|372.93|76.82|659.15|953221.02|porsche|1999|A_4|
Q_4.33|policy|Q_4.33|2021-04-12|AR|677.93|49.55|937.8|9027259.23|ford|2003|A_4|
Q_4.34|policy|Q_4.34|2021-08-15|NJ|118.53|16.17|532.49|3917053.12|rivian|1979|A_4|
Q_4.35|policy|Q_4.35|2021-10-17|OR|240.63|37.16|480.77|9798711.43|jeep|2007|A_4|
Q_4.36|policy|Q_4.36|2021-03-06|CA|985.25|22.52|461.2|3485535.79|canoo|1976|A_4|
Q_4.37|policy|Q_4.37|2022-02-18|MS|867.0|85.08|314.11|1404308.27|audi|2002|A_4|
Q_4.38|policy|Q_4.38|2021-11-21|UT|913.23|98.54|326.49|397905.34|ford|1976|A_4|
Q_4.39|policy|Q_4.39|2022-02-27|VT|793.23|99.61|527.92|7033353.18|chevy|1982|A_4|
Q_4.40|policy|Q_4.40|2022-04-05|OR|454.18|54.68|340.72|4848853.8|volvo|1971|A_4|
Q_4.41|policy|Q_4.41|2021-06-27|UT|798.5|76.99|735.57|8188382.21|rivian|2001|A_4|
Q_4.42|policy|Q_4.42|2021-06-10|HI|907.39|95.65|786.31|9334735.23|audi|1976|A_4|
Q_4.43|policy|Q_4.43|2021-08-09|TN|348.33|57.71|669.59|9625667.67|ford|1996|A_4|
Q_4.44|policy|Q_4.44|2021-01-14|MS|179.83|23.25|150.13|6815897.07|jeep|2013|A_4|
Q_4.45|policy|Q_4.45|2021-08-18|MD|140.43|50.0|450.72|2196615.98|canoo|1975|A_4|
Q_4.46|policy|Q_4.46|2021-04-20|MO|355.36|70.98|269.47|3189011.19|audi|2006|A_4|
Q_4.47|policy|Q_4.47|2022-03-19|HI|976.2|40.26|514.53|967061.12|porsche|2015|A_4|
Q_4.48|policy|Q_4.48|2021-07-13|DC|223.97|12.46|674.0|551272.0|chevy|1996|A_4|
Q_4.49|policy|Q_4.49|2021-07-09|NC|358.69|61.98|308.85|1740809.26|porsche|2011|A_4|
Q_4.50|policy|Q_4.50|2021-04-24|NC|663.27|49.55|421.93|749251.07|chevy|2004|A_4|
Q_4.51|policy|Q_4.51|2022-01-07|ND|253.78|46.5|304.49|2166107.59|canoo|2007|A_4|
Q_4.52|policy|Q_4.52|2021-11-09|AK|116.64|28.29|697.7|3395337.67|jeep|2011|A_4|
Q_4.53|policy|Q_4.53|2021-02-10|NH|474.15|88.29|215.88|5262948.7|canoo|1988|A_4|
Q_4.54|policy|Q_4.54|2021-03-01|SD|494.76|90.73|368.83|2271238.1|canoo|1983|A_4|
Q_4.55|policy|Q_4.55|2022-04-25|MO|594.15|71.23|118.2|6909794.77|canoo|1988|A_4|
Q_4.56|policy|Q_4.56|2021-09-12|WY|448.73|83.52|814.23|6431147.29|chevy|1998|A_4|
Q_4.57|policy|Q_4.57|2021-02-09|CO|354.23|57.19|111.1|6315526.27|chevy|2011|A_4|
Q_4.58|policy|Q_4.58|2021-02-20|ND|770.7|20.51|497.49|3705016.54|chevy|2005|A_4|
Q_4.59|policy|Q_4.59|2021-08-06|VA|481.71|57.65|471.32|742989.42|porsche|1971|A_4|
Q_4.60|policy|Q_4.60|2021-11-21|MI|146.23|13.08|727.59|1292491.84|ford|1989|A_4|
Q_4.61|policy|Q_4.61|2021-04-22|IL|236.53|85.29|471.44|3933050.82|jeep|1983|A_4|
Q_4.62|policy|Q_4.62|2021-04-26|ID|565.45|83.47|490.6|2644635.07|jeep|2013|A_4|
Q_4.63|policy|Q_4.63|2021-03-11|RI|409.12|73.11|895.1|3782682.43|volvo|1999|A_4|
Q_4.64|policy|Q_4.64|2021-03-19|MN|857.62|13.91|960.21|456943.53|ford|1970|A_4|
Q_4.65|policy|Q_4.65|2021-07-07|DC|432.42|57.49|561.42|8525534.18|ford|2015|A_4|
Q_4.66|policy|Q_4.66|2021-02-11|MI|415.99|42.13|439.33|2584230.99|chevy|2018|A_4|
Q_4.67|policy|Q_4.67|2021-03-15|AK|720.9|88.71|974.33|2361549.18|chevy|1982|A_4|
Q_4.68|policy|Q_4.68|2021-03-06|NH|953.46|94.45|270.23|1485031.51|volvo|1979|A_4|
Q_4.69|policy|Q_4.69|2021-07-07|AZ|877.99|15.07|622.94|393236.73|volvo|2018|A_4|
Q_4.70|policy|Q_4.70|2021-06-02|TN|735.72|91.25|244.89|4648910.93|volvo|1990|A_4|
Q_4.71|policy|Q_4.71|2022-04-30|NC|385.12|65.88|505.2|8527589.89|jeep|1983|A_4|
Q_4.72|policy|Q_4.72|2022-02-05|CT|801.35|95.56|740.3|4938153.2|ford|1980|A_4|
Q_4.73|policy|Q_4.73|2022-02-28|CO|258.32|85.35|722.48|2514599.62|rivian|2014|A_4|
Q_4.74|policy|Q_4.74|2021-03-10|TX|244.85|21.83|273.48|7750556.74|jeep|2004|A_4|
Q_4.75|policy|Q_4.75|2021-01-10|RI|183.02|48.62|758.02|7803392.05|volvo|1992|A_4|
Q_4.76|policy|Q_4.76|2022-03-27|HI|281.39|17.43|113.44|2756576.07|volvo|1971|A_4|
Q_4.77|policy|Q_4.77|2021-11-17|OK|835.94|99.12|278.87|5969622.72|chevy|2021|A_4|
Q_4.78|policy|Q_4.78|2022-01-11|NY|341.09|24.55|631.79|457077.87|audi|2006|A_4|
Q_4.79|policy|Q_4.79|2021-06-21|AR|247.79|22.72|795.95|8319455.06|porsche|2002|A_4|
Q_4.80|policy|Q_4.80|2021-04-09|ME|865.95|29.15|391.18|7331394.61|volvo|1972|A_4|
Q_4.81|policy|Q_4.81|2021-10-01|KY|709.84|77.39|322.43|7562998.46|audi|1978|A_4|
Q_4.82|policy|Q_4.82|2022-04-29|HI|990.0|27.42|482.92|4775959.05|audi|2015|A_4|
Q_4.83|policy|Q_4.83|2021-01-20|CA|202.08|51.44|325.22|2097350.67|volvo|1982|A_4|
Q_4.84|policy|Q_4.84|2021-01-06|MD|443.71|78.19|503.33|1705408.74|audi|1970|A_4|
Q_4.85|policy|Q_4.85|2022-02-07|UT|167.13|48.88|881.24|8148798.72|porsche|2012|A_4|
Q_4.86|policy|Q_4.86|2022-01-01|PA|776.21|69.08|545.45|5452650.9|audi|1990|A_4|
Q_4.87|policy|Q_4.87|2022-03-08|KY|724.92|40.45|518.07|7963305.36|volvo|1992|A_4|
Q_4.88|policy|Q_4.88|2022-04-29|ND|260.82|65.36|532.84|4099073.81|canoo|1974|A_4|
Q_4.89|policy|Q_4.89|2022-04-12|NH|413.32|79.79|755.81|472187.76|jeep|2013|A_4|
Q_4.90|policy|Q_4.90|2021-01-14|KY|305.25|56.48|912.29|4850207.73|volvo|1978|A_4|
